iter	RMSE
1665	5.323507986
1666	5.322626826
1667	5.321791698
1668	5.321262926
1669	5.3208884
1670	5.319829705
1671	5.318548063
1672	5.317551428
1673	5.316189067
1674	5.315195439
1675	5.31499148
1676	5.313253899
1677	5.312856143
1678	5.311871597
1679	5.311239696
1680	5.311175033
1681	5.308237457
1682	5.307357796
1683	5.306104755
1684	5.304830526
1685	5.303766082
1686	5.302110159
1687	5.300227933
1688	5.297665773
1689	5.296415714
1690	5.294701721
1691	5.294615636
1692	5.293757329
1693	5.292790412
1694	5.291375927
1695	5.290921124
1696	5.2893377
1697	5.288880702
1698	5.286686521
1699	5.284722666
1700	5.282137761
1701	5.281643346
1702	5.279968104
1703	5.279127609
1704	5.27874387
1705	5.277693096
1706	5.276064655
1707	5.275437276
1708	5.274440688
1709	5.272874867
1710	5.271857481
1711	5.270700756
1712	5.269500485
1713	5.267713682
1714	5.267423002
1715	5.26631729
1716	5.265673573
1717	5.264631128
1718	5.263298016
1719	5.261005681
1720	5.259673807
1721	5.259097433
1722	5.258426212
1723	5.258196111
1724	5.256565987
1725	5.255863996
1726	5.252907428
1727	5.251483231
1728	5.249734742
1729	5.248315675
1730	5.246935022
1731	5.245647961
1732	5.245510902
1733	5.244290324
1734	5.242150327
1735	5.240955599
1736	5.240094889
1737	5.238639516
1738	5.237041158
1739	5.236502983
1740	5.235379252
1741	5.233475581
1742	5.229525957
1743	5.228386157
1744	5.227804539
1745	5.226598504
1746	5.224359184
1747	5.223601497
1748	5.222481729
1749	5.220703413
1750	5.220048617
1751	5.218698194
1752	5.216083586
1753	5.215254457
1754	5.213816432
1755	5.212748393
1756	5.212138238
1757	5.210945255
1758	5.210921095
1759	5.210505433
1760	5.210166832
1761	5.209539717
1762	5.209213308
1763	5.208461883
1764	5.202935045
1765	5.202003592
1766	5.200238838
1767	5.199246529
1768	5.197536746
1769	5.19694653
1770	5.196913799
1771	5.19573849
1772	5.194713186
1773	5.193174573
1774	5.190931193
1775	5.190341719
1776	5.188277351
1777	5.18760335
1778	5.185622796
1779	5.183521964
1780	5.182513478
1781	5.181319977
1782	5.180300313
1783	5.176853329
1784	5.175988108
1785	5.174970233
1786	5.173999133
1787	5.173594656
1788	5.17259303
1789	5.17010657
1790	5.168327441
1791	5.167979053
1792	5.165964367
1793	5.165881149
1794	5.164202308
1795	5.162663344
1796	5.162300816
1797	5.160927321
1798	5.1604462
1799	5.15916292
1800	5.157609592
1801	5.156815182
1802	5.155457624
1803	5.154981015
1804	5.153101145
1805	5.152359893
1806	5.151537989
1807	5.150106662
1808	5.148650318
1809	5.146520376
1810	5.14587969
1811	5.143452896
1812	5.142237596
1813	5.141910217
1814	5.139820528
1815	5.137903708
1816	5.137232234
1817	5.136233832
1818	5.136127378
1819	5.135646248
1820	5.135486359
1821	5.134429779
1822	5.133460715
1823	5.13277441
1824	5.13188181
1825	5.131222832
1826	5.13041961
1827	5.12937716
1828	5.12838634
1829	5.126321882
1830	5.125844622
1831	5.124125302
1832	5.122764623
1833	5.122189672
1834	5.121587877
1835	5.120558749
1836	5.118439919
1837	5.117173705
1838	5.11651251
1839	5.116356403
1840	5.115708618
1841	5.114716212
1842	5.113503645
1843	5.11249713
1844	5.111050283
1845	5.109658021
1846	5.108175761
1847	5.107503317
1848	5.105643278
1849	5.104143028
1850	5.102391558
1851	5.100169503
1852	5.098889201
1853	5.097663752
1854	5.09747238
1855	5.096706072
1856	5.095514132
1857	5.093966671
1858	5.093236251
1859	5.092901515
1860	5.091687708
1861	5.091157436
1862	5.089025894
1863	5.088076305
1864	5.086178012
1865	5.085011507
1866	5.082330037
1867	5.080838848
1868	5.080050087
1869	5.076667609
1870	5.074016405
1871	5.073575719
1872	5.07226393
1873	5.068383545
1874	5.068203433
1875	5.066572271
1876	5.064582773
1877	5.062776457
1878	5.061422229
1879	5.059811467
1880	5.059090434
1881	5.056442254
1882	5.056402002
1883	5.055871989
1884	5.054554583
1885	5.054389201
1886	5.054363973
1887	5.052469558
1888	5.051562131
1889	5.051248696
1890	5.049515836
1891	5.048847728
1892	5.047908723
1893	5.047270189
1894	5.04660601
1895	5.045134561
1896	5.043321743
1897	5.042342236
1898	5.039703638
1899	5.038405993
1900	5.037259217
1901	5.035724896
1902	5.033739424
1903	5.033449382
1904	5.031996664
1905	5.03135631
1906	5.030229973
1907	5.029929168
1908	5.029859647
1909	5.028092438
1910	5.02748785
1911	5.026126323
1912	5.024973461
1913	5.023464407
1914	5.022537762
1915	5.022144335
1916	5.021196492
1917	5.020301571
1918	5.019710315
1919	5.0177235
1920	5.016801867
1921	5.01618973
1922	5.015274621
1923	5.014221206
1924	5.013439508
1925	5.012494329
1926	5.011840421
1927	5.011279567
1928	5.009564538
1929	5.005900075
1930	5.005455642
1931	5.004953219
1932	5.004427741
1933	5.002704747
1934	5.002270637
1935	5.00120476
1936	5.00086069
1937	5.000247141
1938	4.999500701
1939	4.9994456
1940	4.99869832
1941	4.997078403
1942	4.996181259
1943	4.995009011
1944	4.993165588
1945	4.991907785
1946	4.991126884
1947	4.989947621
1948	4.986934875
1949	4.984540767
1950	4.984522532
1951	4.984477564
1952	4.982452636
1953	4.980800488
1954	4.979623294
1955	4.97904813
1956	4.97781235
1957	4.976858561
1958	4.976177461
1959	4.975103471
1960	4.972793161
1961	4.970095253
1962	4.969431774
1963	4.9677377
1964	4.966725712
1965	4.963482169
1966	4.96293057
1967	4.961244158
1968	4.9594945
1969	4.958868977
1970	4.958142993
1971	4.95673903
1972	4.955305531
1973	4.955205812
1974	4.954708504
1975	4.953678345
1976	4.952820496
1977	4.951260236
1978	4.949571571
1979	4.948828974
1980	4.947904843
1981	4.94598993
1982	4.943844867
1983	4.943083045
1984	4.939103811
1985	4.937649172
1986	4.936109873
1987	4.933863479
1988	4.933307166
1989	4.931945837
1990	4.930424477
1991	4.928709259
1992	4.92695781
1993	4.925194796
1994	4.923034582
1995	4.921249361
1996	4.918904574
1997	4.918654989
1998	4.916850189
1999	4.915138536
